Name	Total
Fernando Menegazzo	144
Giampaolo Pazzini	138
Mattia Cassani	136
Alessandro Rosina	136
Obafemi Martins	148
Iñaki Goitia Peña	132
Robert Huth	148
Valerio Di Cesare	140
Márcio Glad	140
Bruno Eduardo Regufe Alves	144
Esteban Cambiasso	154
Blerim Džemaili	142
Daniel Nardiello	124
Nigel Reo-Coker	130
José Antonio Castro	122
Nicolás Burdisso	152
Omar Bravo	142
Miguel Sabah	128
Carlos Salcido	136
Terry Dunfield	126
Christian Fuchs	148
Federico Marchetti	136
Maurizio Pugliesi	126
Jos Hooiveld	134
Santiago Silva	142
Jérémy Morel	142
Wesley Sneijder	166
Darijo Srna	156
Ricardo Osorio	138
Du Ri Cha	144
Yasuhito Endo	136
Yaír Urbina	128
Francisco Fonseca	130
Darío Verón	146
Jake Buxton	130
Olivier Thomas	137
Sammy Bossut	138
Pierre Webó	148
Patricio Toranzo	130
Andriy Pyatov	152
José Sosa	150
Uğur Boral	138
Gökhan Gönül	140
Bruno Saltor Grau	148
Óscar Serrano Rodríguez	132
 Álvaro Cámara	133
Ashley Cole	140
Ji Sung Park	156
Didier Zokora	140
Aliaksandr Hleb	148
Mladen Petrić	148
Tobias Hysén	134
Rafael van der Vaart	134
Eddie Johnson	138
Emiliano Moretti	150
Raphael Schäfer	136
Petr Gabriel	149
Fabricio Coloccini	136
Jermaine Jenas	144
Thiago Motta	160
Bozo Kovacevic	123
Julio Álvarez	140
George McCartney	140
Stuart Taylor	128
Steve Harper	138
Sébastien Squillaci	148
Damien Duff	142
Sean Dyche	117
Paul Konchesky	132
Edwin van der Sar	170
Luke Young	138
Mohammed Camara	130
Mahamadou Diarra	150
Rüştü Reçber	155
Angelo Palombo	144
Jesper Bech	118
Craig Gordon	146
 Chiquinho	133
Maxwell Scherer Cabelino Andrade	158
Yuri Cornelisse	132
Geert den Ouden	137
Filipe Vilaça Oliveira	140
Per Mertesacker	160
Lee Camp	126
Matt Taylor	116
Phil Jagielka	140
Paweł Brożek	132
Gianluca Pegolo	140
Michael Langer	132
Stephan Lichtsteiner	144
Gareth McAuley	140
Carlos García Badías	132
Albert Riera Ortega	148
Borja Fernández Fernández	138
Asier Riesgo Unamuno	136
Steve Adams	119
Jérémy Toulalan	156
Ibán Javier Cuadrado Alonso	137
Rubén Castro Martín	144
Christian Bermúdez	144
 Pauleta	173
Lee Miller	128
Dean Hammond	138
Bastian Schweinsteiger	150
Michael Agazzi	134
Dorinel Munteanu	145
Christian Vieri	166
 Rui Costa	163
Paolo Maldini	166
Paolo Cannavaro	150
Fabio Cannavaro	171
Enrico Chiesa	162
Clarence Seedorf	164
Matteo Ferrari	130
Lilian Thuram	170
Antti Niemi	141
Emile Heskey	132
Zoumana Camara	146
Kevin Ellison	118
Andy Todd	138
Gerardo Torrado	134
Shaun Wright-Phillips	136
Yuri de Souza Fonseca	144
Armando Gonçalves Teixeira	148
Simone Pavan	162
 Cafu	171
Bernard Mendy	126
Frank Lampard	156
 Figo	164
Kizito Musampa	148
Patrick Kluivert	162
 Tugay	153
Eidur Gudjohnsen	142
Alberto Gilardino	144
David Trezeguet	148
Per Nielsen	159
William Gallas	138
Gareth Barry	140
Rio Ferdinand	150
Andrea Pirlo	154
Robin van Persie	156
Jussi Jääskeläinen	138
Dario Šimič	153
José María Gutiérrez Hernández	166
Josip Šimunić	152
Sylvain Wiltord	136
Miroslav Klose	158
Matt Gilks	118
Seydou Keita	152
Peguy Luyindula	134
Emanuel Pogatetz	134
Alan Smith	122
Francis Jeffers	120
Ben Olsen	140
Tim Howard	142
Iván Córdoba	156
Danny Invincibile	128
Danny Swailes	120
Danny Gabbidon	132
Mark Robinson	97
Dean Whitehead	132
Delano Hill	142
José Carlos Da Silva	150
Walter Adrián Samuel	148
Rafael Márquez	146
Emre Belözoğlu	154
Robbie Keane	160
Pablo Thiam	149
Asker Beck	130
Jacob Florentin Andersen	131
Jojea Kwizera	119
Gustavo Aguilar	125
James Morris	123
Diego de Pedro Marroquí	131
Edmilson Mendes	132
Cristian Cîmpean	119
Jayden Gorman	116
Lewis Billington	115
Filip Trpcevski	125
David Agbo	127
Murphy Mahoney	123
Enrique Achahuanco	128
Guillermo Rendón	126
Jonathan Corozo	130
Ezequiel Emanuele	126
José Racchumick	127
Paulo Rodríguez	127
Lenín Checco	130
Lucas Soto	128
Maikel Reyes	127
Keiber Lamadrid	128
Matías Córdova	127
Marlon Perea	130
Joel Quispe	126
Bruno Portugal	130
Isaiah Jerónimo Navarro Díaz	129
Cristopher Angulo	122
Julian Huertas	125
Elías Britez	131
Christian Tapia	127
Matías Pacheco	123
Baruj Aburto	129
Alexander García	128
Jusef Erabi	130
Hugo Ayala	125
Óscar Zambrano	133
Diosdany Goncalves	127
Bruno Pachito	127
Wilson Vernaza	127
Asad Kasumovic	117
Iván Flores	130
Joel Ordoñez	127
Mateo Piedra	122
Joshua Anasmo	116
Harvey Giles	114
Joaquín Pombo	132
Matteo Bignetti	134
Álvaro Roncal Rivera	132
Sam Waller	107
Patryk Czerech	118
Luciano Peraggini	131
Yigit Karademir	120
Joe McGlynn	113
Simon Sohlmacher	126
Cem Melderem	132
Sven von Kogelsberg	133
Sercan Topaltop	128
Fredrik Sjøvold	129
David Kleinhensl	128
Stefan Maronkevic	129
Rouven Fahrnheider	122
Michel Polterkamp	123
Jens Deeker	118
Alper Haloglu	124
Thomas Gillier	131
Vladyslav Kochergin	131
Damián Pizarro	134
Jack McLoughlin	114
Aidan Coyne	117
Filip Loftesnes-Bjune	123
Dennis Gjengaar	125
Jesper Skau	121
Joseph Forde	116
Cristián Díaz Ferrada	124
Rodrigo Díaz Desidel	125
Luke Oresti	116
Owen Foster	118
Sichenje Collins	133
Jackson Manuel	116
Magnus Rugland Ree	127
Marius Tollefsen	118
Óscar Segura	123
Johan Bångsbo	116
Terrence Tisdell	118
Oliver Fobassam	132
Kobe Franklin	124
Lamine Sy	130
Sem Valk	131
Andreas Skjold	121
Moubarack Compaoré	122
Gabriel David	118
Simon van Duivenbooden	133
Ignacio Ynfante	126
Enrique Taborga	130
Riley Bidois	118
Luis Toomey	116
Garang Kuol	132
Mitsuki Hidaka	122
Damián Bobadilla	129
Preston Judd	123
Brian Nicolás Mansilla	133
Cristian Carbajal	132
Fabio Rosales	123
Andriy Dombrovskyi	135
Dixon Vera	120
Didrik Hafstad	122
Simone Trimboli	126
Yoann Beaka	134
Mees Rijks	135
Marcus Steffen	123
Wataru Harada	125
Ishan Kort	132
Dirk Baron	121
Roy van Mameren	121
Thomas Rier	121
Thijmen Renkel	124
Dor Jok	115
Artem Polyarus	126
Alejandro Asensio Crespillo	136
Sergio Gimeno Simó	132
Hussein Carneil	122
Sebastián Benítez	128
Gustavo Verón	125
Dan Sîrbu	129
Sofiane Djeffal	123
Ian Murphy	117
Eniss Shabani	133
Yordi López	127
Harrison Bright	112
Walter Mora	129
Nelson Weiper	137
Harvey Fox	122
Daniel Kyerewaa	126
Miguel Ferreira de Sousa	135
Diego Silva Nascimento Santos	131
Andy Velasco	134
Arnaldo Zambrano	123
Óscar Pinto	132
Enrique Camargo	127
Leonardo Yañez	126
Lamin Jawara	122
Cameron Congreve	126
José Andrés Rodríguez	129
Guilmer Giro	127
José Mijares	126
Michael Mieles	129
Jose Joaquim de Carvalho	129
Tim van Assema	117
Maximilian Somnitz	135
Dylan Teves	117
Luka Gagnidze	133
Federico González	129
Antonio Yakoub	129
Jasper Löffelsend	118
Damián Moreno	118
Bastián Sagal	124
Farick Haddad	120
Ali Yilmuz	123
Ralf Hagelmeister	124
Maik Borgers	131
Philip Carlstein	129
Max Zuzenhof	132
Harold Frenschl	124
Joacim Holtan	123
Filip Gryglak	130
Esteban Kirkman	116
Víctor Bazán	135
Eduardo Uribe	130
Xavi Moreno	131
Dayler Quintela	122
Luis Barco	125
Joel Caceres	132
Óscar Noriega	128
Miguel Pernía	131
Alejandro Balboa Bandeira	133
Andrés López Gallo	132
Ryan Nolan	125
Bartosz Klebaniuk	125
Adrian Bukowski	122
Ayrton Paz	122
Joshua Tapia	117
Rory Jordan	114
Enzo Bardeli	112
Mexx Meerdink	136
Modesto Méndez	117
Nacim El Hassani	120
Pepijn Doesburg	128
Oscar Villa	131
Eric McWoods	109
Jean Pierre Chalá	128
Jonathan Capuz	122
Juan Nazareno	131
Rodrigo Gareca	133
Damian Duffy	114
Ángel Vaca	124
Juan Macías	132
Jack Kenny	109
Sławomir Abramowicz	121
Jackson Ragen	117
Yanis Chahid	125
Dioggo Isita	130
Roberto Bardales	135
Aldair Ccorahua	126
Daykol Romero	126
Jordán Gaspar	129
Kevin O'Toole	110
Brayan Medina	129
Edson Acevedo	125
Fabiano Cibi	120
Jaheem Burke	125
Martín Núñez	126
Jorge Damián González	130
Eric Gueye	121
Cedrik Gbo	132
Christiaan Ravych	134
Xander Martlé	134
Bas Langenbick	129
Luis Adrián Caicedo	132
Jean Carlos García	131
Jonier Medina	131
Martín Gianoli	134
Lucas Correa	132
Christian Franco	127
Taichi Kikuchi	131
Stefanos Kittos	128
Jeremías Perales	132
Leonardo Daniel Ulineia Buta	136
Cristian Maxim	122
Iván Leguizamón	134
Robin Voisine	126
Jean Bone	131
Anthony Marcucci	110
Oskar Ågren	119
Piero Quispe	136
Jorge Tandazo	131
Jack Milne	120
Ryan Sailor	120
Antonio Carrera	127
Shuto Nakano	124
Kai Matsuzaki	125
Kadin Chung	125
Libor Holík	141
Raed Azybi	108
Alexandru Pătlăgică	121
Nikola Vujnović	136
Bryan Bentaberry	138
Gavin Mulreany	102
Eduardo Gonzaga Mendes Santos	142
Horaţiu Covaci	115
Matthew Anim Cudjoe	123
Jakub Lutostański	125
Kosi Thompson	127
Diego Gutierrez	120
Tommi O'Reilly	132
Maximiliano González	135
Simion Bumbar	121
Gabriel Țala	124
Vlad Domșa	118
Lucian Noian	122
Nikolas Veratschnig	131
Yuta Fujihara	126
Julián Fernández	136
Wanya Marçal Madivádua	135
Kervin Arriaga	125
César Castillo	122
Louis Dupré	125
Tomáš Poznar	128
Carlos Sosa	127
Eric Taylor	122
Jhon Solís	131
Bertuğ Yıldırım	129
Jean Torres	130
Sergio Unrein	128
Juan Durán Dueñas	133
Diego González	128
Williams Tortolero	125
Denis Ursu	118
Jean Gutiérrez	130
Alexander Freeman	119
Anyelberth Vera	125
Jacob Jackson	122
Fabricio Vidal	126
César Pérez	129
Franco Herrera	135
Adrián Quintela Moya	130
Juan Pedro Gil Bueno	130
Andrés Romero	128
Maximiliano Torrealba	131
Matej Trusa	134
Daniel Fila	140
Brian Cordara	140
Christian Tizón	136
Patrick Beach	110
Brian Orosco	124
Jack Durán	130
Mathías Carpio	134
Frank Castañeda	133
Nahuel Cainelli	126
Tsiki Ntsabeleng	119
Élie N'Zeyi	109
Antonio Sandoval	129
Raymundo García	131
Cristhian Penayo	126
Ricardo Román	133
Jamir Berdecio	127
José Briceño	131
Anton Sorenson	120
Seydouba Cisse	136
Franco Díaz	136
Rodrigo Garro	139
Cagan Kayra Erciyas	126
Lóránd Pászka	126
Luís André Leite Esteves	131
Alejandro Claverías Gutiérrez	132
CJ dos Santos	120
Loup Diwan Gueho	133
Mario Vrdoljak	120
Dimar Ortega	127
Samir Valverde	131
Andreas Murbeck	127
Calin Harfas	123
Erik Grosz	122
Jhon Jairo Velasco	133
Jesús Briceño	127
Sebastián Figueredo	126
Agustín Barcellos	132
Emiliano Vidart	125
Nicolás Ferreira	127
Saleem Akanbi	119
Peter Abimbola	118
Martin Suchomel	135
Nicolás Silva	129
Ionut Andres	121
Doğukan Nelik	123
Yavuz Buğra Boyar	118
Alexander Sosa	131
Adam Zimarino	115
Justin Rasmussen	122
Tom Donaghy	121
Harvey Macadam	123
Luiz Gustavo Novaes Palhares	132
Enji Ali Said	129
Kaito Yasui	122
Piero Guzmán	129
Weibmar Asprilla	129
Didier Bueno	132
José Manuel Hernández	130
Keita Suzuki	111
Julius Hoffmann	128
Maximiliano Silvera	139
Rodrigo Saravia	131
Juan Pablo Pignani	131
Rasmus Örqvist	127
Santiago Herrera	133
Tobías Moriceau	130
Alexis Medina	125
Filipe Viana Mikael	131
Francisco Silva	126
Emerson Velasquez	130
Naif Asiri	114
Daniel Karlsbakk	131
Abdulaziz Makin	114
Nikodem Zielonka	118
Nelson Deossa	133
Jae Woong Jang	111
Patrick Ferreira	131
Roque Ramírez	134
Frederik Heiselberg	131
Richart Ortiz	127
Sergio Vergara	126
Santiago Bustos	131
Valentin Cristea	120
Adewale Sapara	140
Ki Soo Kim	108
Pablo Rai Lima	135
Yomar Rocha	129
Fabian Eutinger	127
Jonas Nickisch	129
Daniel Krasucki	128
Amine Salama	125
Luis Abelardo Vargas	128
Manuel López	129
Oisin Smyth	124
Silas Nwankwo	132
Diego Orellana Riffo	125
Juan Ignacio González	124
Facundo Bruera	137
Gastón Benítez	132
Bruno Cabrera	133
Wilmer Meneses	131
Lewin Blum	128
Andrin Hunziker	125
Francisco José Sota Bernard	118
Leonid Srdic	114
Luca Molino	116
Rodrigo Rivas	133
Agron Rufati	127
Selimcan Temel	118
Jonathan Lima	130
Luciano Fernández	130
Brayan Parada	133
Luciano Sánchez	140
Andrei Iana	120
Guilherme Silva Souza	134
Mihajlo Ivančević	134
Răzvan Sava	125
Joel Sundström	125
Jeremías James	134
Rafael Castrillo	132
Samuel Owusu	113
José Gallegos	133
Youssef Chaib	121
Logan Clément	114
Isaac Fletcher	115
Calum Kavanagh	134
Arnold Eba	119
Ilias Sebaoui	138
Adam Abeddou	125
Saleh Al Harthi	113
Santiago Irala	128
Mamadou Kané	145
Santiago Etchebarne	128
Antony Alonso	128
Aldreyby Parra	128
Xavier Pons Foncillas	132
Jean-Pierre Tiéhi	131
Nathan Broome	121
Leandro Lozano	145
Ramil Mustafaev	139
Keisuke Shimizu	120
Oumar Ngom	126
Juan Cruz De Los Santos	134
Idrissa Thiam	132
Ted Ku-DiPietro	117
Jake Morris	113
Sammy Robinson	118
Victor Bezerra	122
Hayden Sargis	116
Jekob Abiezer Jeno	118
Marius Elvius	132
Marlon Morgenstern	133
Lewis Warrington	128
Joider Micolta	130
Johan Bakke	128
Kais Al-Ani	115
Alekseï Carnier	125
Matěj Chaluš	136
Hubert Mbuyi-Muamba	133
Koki Toyoda	121
Asahi Sasaki	133
Martin Gambos	130
Lorent Tolaj	130
Takatora Einaga	120
Taiyo Igarashi	125
Noa Cervantes	132
Pedro Luís Machado Ganchas	138
Johan Rojas	128
José Daniel Lasso	125
Nicolo Tresoldi	131
Cyril Etoga	124
Carlos Esparragoza	132
Silas Ostrzinski	131
Frederik Ihler	133
Dijan Vukojević	129
Connor Salisbury	124
Brayann Pereira	140
Igor Inocêncio de Oliveira	139
Jesper Taaje	130
Óscar Rivas Viondi	136
Elvis Kevin Velasco	129
David Sayago	136
João Henrique Oliveira Veras	140
Kevin Fernández	129
Rodrigo Perea	128
Mauricio Alonso	132
Layan Loor	131
Emiliano Clavijo	134
Alejandro Quintana	130
Didier Pino	131
Miska Ylitolva	133
Mário Jorge Pasquinha Évora	134
Lamine Buhanga	123
Arthur Vitelli	122
Pavel Pavlyuchenko	126
Mathias Delorge	130
Will Sands	126
Jesús Castellano	119
Luca Jaquez	125
Noel Buck	127
Yonathan Rodríguez	145
Braima Embaló Sambú	136
Luis Zárate	134
JJ McKiernan	117
Gaspar Vega	132
Marco Antonio Angulo	133
Lukas MacNaughton	126
Kiyan Nassiri	111
Ravi Rana	109
Ricky Shabong	111
Abhishek Suryavanshi	107
Frank Odhiambo	125
Jose María Pérez García	134
Damian Las	121
Daniel Birligea	126
Serkan Izmirlioglu	130
Marinos Tzionis	124
Bert Esselink	133
Stipe Plazibat	126
Jawed Kalai	121
Ethan Young	117
Ethan Alagich	115
Hee Dong Roh	109
Jin Young Kim	107
Tom Jenkins	116
Vladyslav Dubinchak	143
Kai Evans	112
Sebastián Jaurena	128
Filip Mihaljevic	106
Ji Yul Han	124
Victor Dican	130
Taha Altıkardeş	131
Kerem Şen	135
Muhamed Alghoul	125
Finn Murre	126
Kevin Gadellaa	133
İsmail Çokçalış	131
Gerel Buezo	136
Matías Alfonso	132
Agustín Chopitea	132
Franklin Noco	130
Denilson Espinoza	129
Iker Colque	126
Romain Donnez	124
Ange Ahoussou	139
Alex Greive	123
Thomas Chesneau	120
Nikola Stevanovic	137
Benjamin Schubert	116
Visar Musliu	136
Ben Curtis	119
José Alí Meza	130
Sonny Lewis	121
Newton Williams	138
Nassim Zoukit	120
Mark Mampassi	147
Agustín Univaso	126
Martín Suárez	135
Daniel Mosquera	133
Louis Mafouta	139
Zach Ryan	115
Caleb Wiley	134
Daniel Eid	132
José Arbio	131
Jaziel Orozco	125
Gianluca Piolo Minozzo	139
José Luis Friaza Pérez	133
Darko Stanojević	115
Deandre Kerr	124
Danil Prutsev	144
Robin Ungerath	128
Saad Al Muwallad	110
Jeimes Menezes de Almeida	130
Enis Fazlagić	132
Liam Chipperfield	125
Tadeo Allende	124
Jhostin Medranda	131
James Bayliss	110
Harry McCarthy	117
Cameron Windust	117
Sam Klein	116
Alexandru Melniciuc	120
Cosmin Ioniță	118
Laurențiu Lis	122
Marian Obedeanu	128
Ovidiu Sterian	123
Christos Kourfalidis	135
Lukas Schröder	125
Sean Lawton	121
Juan José Heinze	142
Mert Arslan	126
Pablo González	131
Agustín Cayetano	131
Nahuel Soria	128
Patricio Boolsen	132
Kohei Maki	113
Roman Celentano	129
Julian Bauer	119
Thor Úlfarsson	126
Jiovany Ramos	136
Kipp Keller	126
Patrick Schulte	123
Sean Zawadzki	123
Philip Otele	130
Easton Ongaro	127
Vladimir Gogov	121
Oumar Sako	131
Josef Weberbauer	128
Dylan Murugesapillai	122
Leandro E. Neto	124
Rene Kriwak	130
Jay Rich-Baghuelou	124
Noa Dundas	123
Jesse Vermaning	125
Damian van der Haar	126
Caspar Jander	123
Tyrese Dyce	118
Abdoulaye Bakayoko	140
Raúl Parra Artal	135
Ilya Svinov	136
Eliton Júnior	125
Oscar Uddenäs	130
Samuel Anini Jr	130
Johannes Yli-Kokko	120
Jannik Zahmel	129
Niko Koulis	121
Jorn Berkhout	128
Hikaru Nakahara	133
Kosei Okazawa	126
Özkan Yiğiter	128
Mika Baur	136
Anas Nanah	133
Dawid Olejarka	135
Tomas Kalinauskas	122
Abel William Stensrud	130
Ibrahima Cissokho	124
Daniel Polanco	125
Sandi Ogrinec	134
Leonardo Gubinelli	131
João Miguel Teixeira Mendes	133
Fortune Bassey	143
Noah Lewis	128
Iverson Contreras	131
Samuel Tel	123
Wilson Ramírez	128
Juan Sebastián Madrid	134
Cihan Çanak	131
Rodrigo Cisterna	133
Maïdine Douane	120
Ji won Park	121
Si hoo Yang	109
Jonathan Rowe	137
Balthazar Pierret	131
Nana Boateng	125
Junnosuke Suzuki	126
Sere Matsumura	125
Henry Atola	124
Sebastian Selin	132
Filip Olsson	124
Brayan Garrido	132
Seung Min Eom	120
Martin Adeline	142
Kalazán Suárez	135
Masahiro Okamoto	124
Vahan Bichakhchyan	142
Ryotaro Nakamura	128
Sebastián Pérez	129
Martin André Sjølstad	129
Fares Al Shahrani	118
Anderson Leite Morais	124
Ali Bdeir	120
Sebastian Lagerlund	125
Jannik Horz	121
Ayrton Cisneros	130
Nixon Folleco	130
Frank Magri	128
Christian Castillo	131
William Machado	121
Azeem Abdulai	122
Reda Benchaa	127
Darwin Quilumba	128
Saïd Saber	125
Lautaro Bursich	130
Shahram Jabari	121
Renny Simisterra	128
Emmanuel Gutiérrez	124
Louie Holzman	126
Max de Waal	136
Sam Taylor	109
Samuel Rogers	132
Luca Petrasso	128
Sekou Sylla	127
Will Richmond	113
Brahian Cuello	135
Facundo Suárez	129
Tega Ikoba	122
Facundo Queiroz	134
Wiston Fernández	136
Nagi Kawatani	112
Lucas Galarza	130
Miguel Colque	130
Gabriel Benítez	132
Kenan Piric	132
Erik Centeno	117
Hyeon Bin Seol	108
Ki Yoon Choi	113
Junior Flemmings	123
Terry Ablade	131
Isaiah Parker	132
Grigoriy Borisenko	137
Ronnie Sandford	119
Justin Garces	115
Matěj Ryneš	136
Jacob Wakeling	118
Angelo Talia	128
Oscar Halls	125
Connor O'Riordan	124
Pablo Pagis	132
Lukas Wallner	137
Tomasz Neugebauer	133
Rauno Sappinen	130
Tihomir Kostadinov	129
Niilo Mäenpää	129
Daniil Khlusevich	142
Javier Moreno Arrones Gil	130
Kevin Rivera	134
Steven Hall	118
Joel Tabiner	125
Oliver Provstgaard	123
Arttu Hoskonen	117
Murilo Henrique de Araujo Santos	121
Jonathan Tomkinson	136
Corey Hollman	129
Finn Surman	128
Henry Gray	117
Miguel Maria Mariano Falé	141
Emmanuel Essiam	128
George Hall	127
André Leipold	129
Gonzalo Ríos Ríos	133
Lukas Fridrikas	131
Jean Carlos Colorado	136
Eddie Guevara	132
Dawhan Oliveira	132
Juan de Dios Pintado	132
Oscar Wallin	119
Jakob Kindberg	113
Bandar Al Shahrani	113
Karolis Laukžemis	120
José Segura Bonilla	116
Vincent Schwab	120
Benjamin Franz	119
Felix Jung	120
Yuya Tsuboi	124
Sámuel Major	139
Muhamed Olawale	127
Flamur Dzelili	124
Yoan Koré	133
Noé Masevo	127
Collin Smith	128
Brian Heras	140
Washington Ortega	126
William Velasco	137
Gonzalo Añasgo	132
Jhon Jairo Rodríguez	134
Luis Soto	128
Toshiki Toya	117
Raul Camacho	126
Luka Stankovski	137
Mohammed Abo Asidah	109
Deven Sawhney	108
CVL Remtluanga	108
Anderson de Jesus Santos	135
Naoufel Zerhouni	139
Dominik Becker	131
Lawrence Caruso	110
Juan Morales	130
Luca Nikolai	121
Aryan Romaní	130
Santiago Rebagliati	130
Mathias Olesen	125
Kasey McAteer	134
Felix Paschke	125
José Ignacio Tomino	125
Daniel Lorenzo Guerrero	141
Luke Southerington	117
Jim Simms	125
Isaac Modi	123
Trey Turner	119
Joao Quiñónez	135
Eduardo García	128
Ezequiel Herrera	130
Eric Barrios	137
Ismael Quispe	129
Evan Weir	120
Shay Willock	116
Dan Gifford	118
Krzysztof Wingralek	118
Joe Edwards	123
Tom Gaal	132
Bobby Attree	120
Kie Plumley	116
Eddie Brearey	116
Gustav Bendrik	115
David Bendrik	123
Edison Mero	134
Brahian Egüez	126
Stefano Marino	129
Owen Moffat	141
Wataru Iwashita	133
Owen Cochrane	118
Eren Erdoğan	131
Manuel Rico Del Valle	136
Daniel Edelman	128
David Robles	134
Nauris Petkevicius	132
Yuta Kumamoto	123
Amar Ahmed Fatah	136
Jesper Ceesay	132
Rasmus Bonde	130
Gianni Fontana	117
Satoki Uejo	138
Petar Bočkaj	149
Gerard Yepes Laut	132
El Hadji Dieye	141
Seiya Maikuma	132
Alexandru Țîrlea	138
Vladislav Shitov	141
Daniil Denisov	134
Stepan Oganesyan	135
Ricardo Phillips	140
Glendys Mina	129
Lucas Laso Gutiérrez	142
Dollbyz Rodríguez	128
Francisco Uviedo	135
Johan Osorio	130
Adam Ingi Benediktsson	126
Nicolás Figueroa	138
Yanis Lhéry	140
Francisco Meira Meixedo	143
Yadaly Diaby	132
Bendik Brevik	124
Jakub Kiwior	141
Otto Rosengren	131
Mitchell Henry	121
Matthew Tweedley	124
Maxwell Conway	119
Václav Sejk	134
Alexandru Jipa	109
Wilmar González	136
Marcos Cangá	132
Gabriel Colmenárez	142
César Magallán	138
Anuar Peláez	136
Jairo Pérez	130
Jesús Alvarado	129
José Carrasquel	132
Owen Guerra	127
Moisés Galezo	128
José Manzanilla	128
Eliézer Meléndez	135
Alfonso Barco	136
Franco Martínez	130
Eric Monjonell Torras	136
Biel Farrés del Castillo	135
Álex Sala Herrero	138
Willy Kumado	123
Yannick Agnero	119
Amane Romeo	127
Luis Garro	132
Zico Buurmeester	131
Roy Kuijpers	134
Emanuel Ibáñez	130
Mauro Zurita	133
Rijk Janse	127
Keke Topp	137
Kevin Jensen	136
Arvin Moulai	124
Rodrigo Saucedo	132
Sebastián Álvarez	131
Marcelo Suárez	134
Nicholas Sorras	107
Maximilian Braune	120
Gonzalo Nápoli	134
Pablo González	127
Diren-Mehmet Günay	121
Jordi González-Pola	135
Ahmet Karademir	137
Rui Pedro Ribeiro Gomes	129
Tiago Filipe Fernandes Martins	125
Gianluca Saro	112
Orlando Barreto	130
Tondomba Singh	107
Chanso Horam	107
Daniel Queipo Menéndez	136
Harrison Minturn	117
Devansh Dabas	105
Subhadip Majhi	104
Johnson Mathews	105
Suhail Pasha	102
Toby Steward	129
Harvey Hughes	121
Bobby Faulkner	123
Leopold Querfeld	132
Romeo Vucic	131
Harrison Steele	112
Damaitphang Lyngdoh	117
Nico Carrera	128
Mario Palomino	132
Diego Saffadi	136
Gaoussou Samaké	111
Marko Nunic	124
Sam Gale	117
Joseph Gbode	125
Christian Hauge	116
Jeppe Kudsk	120
André Hovland Lønning	122
Kai Corbett	127
Guillermo Enrique	132
Carlos Ortíz	130
Marco Carrasco	132
César Obando	132
Rody Zambrano	134
Jean Estacio	135
Bagner Delgado	134
Wilter Ayoví	130
Dmytro Riznyk	141
Jordan Scanlon	119
Brad Williams	118
Patryk Kusztal	125
Quaine Bartley	118
Ben Kaninda	122
Kade Craig	114
Julián Brea	139
Gonzalo Sosa	140
Nicolás Peranic	142
Kelvin Abrefa	129
André Dias Pedro Lopes	131
Saúl Basilio Coco Bassey Oubiña	141
Lucas Calodat	138
Tavonga Kuleya	127
Eli King	123
Roger Martínez Santamaría	138
Oscar Piris	130
Luis Becerra	133
Jostin Alman	131
Cristhian García	130
Jevon Mills	124
Daniel Esmorís Tasende	134
Alexander Freitag	111
Jesús Camargo	139
Ayrthon Quintana	138
Juniors Barbieri	129
Pedro Trujillo	127
Jokin Gabilondo Garmendia	134
Emilio Lara	132
Agustín Gallo	132
Finn Böhmker	128
Gonzalo Córdoba	134
Ulises Ciccioli	139
José Bolívar	139
Claudio Torrejón	132
Jonathan Medina	130
Estanislao Jara	128
Lalrinliana Hnamte	117
Hrithik Tiwari	110
Lalhmangaih Sanga	114
Christy Davis	109
Danstan Fernandes	109
Jan Vodhanel	129
Matej Maglica	129
Claudio Espinoza	119
Giacomo Gambetta	127
Gustavo Arévalos	128
Sebastián Arce	132
Miller Mareco	124
Emiliano Viveros	130
Luis Fernández	124
Burak Ince	139
Dexter Lembikisa	123
Connor Dixon	120
Lucas Kåhed	121
Alfons Nygaard	121
David Corozo Arroyo	133
Carlos Borja	127
Stalin Valencia	133
Edwin Valencia	130
Christian Gallardo	137
Ronald Acuña	122
Manuel Romero	131
José Vera	128
Tomás Lezcano	126
Danny Luna	140
Walberto Caicedo	132
Edisson Recalde	130
Manuel Lucas	130
Emanuel Quinteros	127
Leandro Soria	138
Enzo Breviglieri	124
Jordan James	138
Thabo Cele	128
Owen Hesketh	124
Guillaume Restes	129
Lenín Usca	125
Ben Collins	107
Emmanuel Matuta	129
Rick Meissen	130
Álvaro Santamaría Arenas	137
Théo Le Bris	126
Baptiste Mouazan	128
Marcus Dackers	125
Adam Gabriel	138
Borislav Ivaylov Stankov	140
Pasquale Giannotti	128
Jefferson Portales	137
Jairo Concha	141
Matheus de Oliveira	125
Enrique Ríos Vega	137
Harry Birtwistle	127
James Gale	126
Elias Hadaya	118
Facundo Batista	129
Christian Gammelgaard	121
Abdulmalek Al Ayeri	122
Iyad Mohamed	117
Fabian Cavadias	129
Iker Kortajarena	138
Enric Baquero Pintor	130
Ignacio Martín Gómez	135
Kurtis Mogg	116
George Ott	117
Bader Al Huwaidi	113
Faisal Al Mutairi	110
Antonio Tikvic	121
Jordhy Thompson	133
Jacobo Reyes	130
Finlay Johnson	121
Achraf Madi	136
Angelo Gattermayer	126
Juan Artola Canales	137
Kayne Bonnevie	139
Enol Coto Serrano	136
